,Unnamed: 0.1,Unnamed: 0,filepaths,pipelines,groups,contrast
1698,10188,12852,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-582_right-hand_spm-5-0-0_con.nii,spm-5-0-0,582,right-hand
1701,10201,12865,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-583_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,583,right-hand
1702,10212,12876,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-583_right-hand_spm-5-0-0_con.nii,spm-5-0-0,583,right-hand
1705,10225,12913,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-585_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,585,right-hand
1706,10236,12924,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-585_right-hand_spm-5-0-0_con.nii,spm-5-0-0,585,right-hand
1709,10249,12937,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-586_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,586,right-hand
1710,10260,12948,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-586_right-hand_spm-5-0-0_con.nii,spm-5-0-0,586,right-hand
1713,10273,12961,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-587_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,587,right-hand
1714,10284,12972,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-587_right-hand_spm-5-0-0_con.nii,spm-5-0-0,587,right-hand
1717,10297,12985,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-588_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,588,right-hand
1718,10308,12996,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-588_right-hand_spm-5-0-0_con.nii,spm-5-0-0,588,right-hand
1721,10321,13009,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-589_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,589,right-hand
1722,10332,13020,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-589_right-hand_spm-5-0-0_con.nii,spm-5-0-0,589,right-hand
1725,10345,13033,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-58_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,58,right-hand
1726,10356,13044,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-58_right-hand_spm-5-0-0_con.nii,spm-5-0-0,58,right-hand
1729,10369,13057,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-590_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,590,right-hand
1730,10380,13068,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-590_right-hand_spm-5-0-0_con.nii,spm-5-0-0,590,right-hand
1733,10393,13081,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-591_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,591,right-hand
1734,10404,13092,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-591_right-hand_spm-5-0-0_con.nii,spm-5-0-0,591,right-hand
1737,10417,13105,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-592_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,592,right-hand
1738,10428,13116,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-592_right-hand_spm-5-0-0_con.nii,spm-5-0-0,592,right-hand
1741,10441,13129,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-593_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,593,right-hand
1742,10452,13140,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-593_right-hand_spm-5-0-0_con.nii,spm-5-0-0,593,right-hand
1745,10465,13153,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-594_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,594,right-hand
1746,10476,13164,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-594_right-hand_spm-5-0-0_con.nii,spm-5-0-0,594,right-hand
1749,10489,13177,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-595_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,595,right-hand
1750,10500,13188,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-595_right-hand_spm-5-0-0_con.nii,spm-5-0-0,595,right-hand
1753,10513,13225,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-597_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,597,right-hand
1754,10524,13236,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-597_right-hand_spm-5-0-0_con.nii,spm-5-0-0,597,right-hand
1757,10537,13249,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-598_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,598,right-hand
1758,10548,13260,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-598_right-hand_spm-5-0-0_con.nii,spm-5-0-0,598,right-hand
1761,10561,13273,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-599_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,599,right-hand
1762,10572,13284,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-599_right-hand_spm-5-0-0_con.nii,spm-5-0-0,599,right-hand
1765,10585,13297,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-59_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,59,right-hand
1766,10596,13308,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-59_right-hand_spm-5-0-0_con.nii,spm-5-0-0,59,right-hand
1769,10609,13345,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-600_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,600,right-hand
1770,10620,13356,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-600_right-hand_spm-5-0-0_con.nii,spm-5-0-0,600,right-hand
1773,10633,13369,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-601_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,601,right-hand
1774,10644,13380,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-601_right-hand_spm-5-0-0_con.nii,spm-5-0-0,601,right-hand
1777,10657,13393,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-602_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,602,right-hand
1778,10668,13404,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-602_right-hand_spm-5-0-0_con.nii,spm-5-0-0,602,right-hand
1781,10681,13417,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-603_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,603,right-hand
1782,10692,13428,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-603_right-hand_spm-5-0-0_con.nii,spm-5-0-0,603,right-hand
1785,10705,13441,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-604_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,604,right-hand
1786,10716,13452,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-604_right-hand_spm-5-0-0_con.nii,spm-5-0-0,604,right-hand
1789,10729,13465,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-605_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,605,right-hand
1790,10740,13476,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-605_right-hand_spm-5-0-0_con.nii,spm-5-0-0,605,right-hand
1793,10753,13489,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-606_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,606,right-hand
1794,10764,13500,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-606_right-hand_spm-5-0-0_con.nii,spm-5-0-0,606,right-hand
1797,10777,13513,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-607_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,607,right-hand
1798,10788,13524,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-607_right-hand_spm-5-0-0_con.nii,spm-5-0-0,607,right-hand
1801,10801,13537,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-608_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,608,right-hand
1802,10812,13548,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-608_right-hand_spm-5-0-0_con.nii,spm-5-0-0,608,right-hand
1805,10825,13561,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-609_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,609,right-hand
1806,10836,13572,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-609_right-hand_spm-5-0-0_con.nii,spm-5-0-0,609,right-hand
1809,10849,13585,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-60_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,60,right-hand
1810,10860,13596,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-60_right-hand_spm-5-0-0_con.nii,spm-5-0-0,60,right-hand
1813,10873,13609,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-610_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,610,right-hand
1814,10884,13620,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-610_right-hand_spm-5-0-0_con.nii,spm-5-0-0,610,right-hand
1817,10897,13633,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-611_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,611,right-hand
1818,10908,13644,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-611_right-hand_spm-5-0-0_con.nii,spm-5-0-0,611,right-hand
1821,10921,13657,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-612_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,612,right-hand
1822,10932,13668,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-612_right-hand_spm-5-0-0_con.nii,spm-5-0-0,612,right-hand
1825,10945,13681,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-613_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,613,right-hand
1826,10956,13692,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-613_right-hand_spm-5-0-0_con.nii,spm-5-0-0,613,right-hand
1829,10969,13705,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-614_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,614,right-hand
1830,10980,13716,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-614_right-hand_spm-5-0-0_con.nii,spm-5-0-0,614,right-hand
1833,10993,13753,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-616_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,616,right-hand
1834,11004,13764,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-616_right-hand_spm-5-0-0_con.nii,spm-5-0-0,616,right-hand
1837,11017,13777,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-617_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,617,right-hand
1838,11028,13788,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-617_right-hand_spm-5-0-0_con.nii,spm-5-0-0,617,right-hand
1841,11041,13825,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-619_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,619,right-hand
1842,11052,13836,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-619_right-hand_spm-5-0-0_con.nii,spm-5-0-0,619,right-hand
1845,11065,13849,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-61_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,61,right-hand
1846,11076,13860,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-61_right-hand_spm-5-0-0_con.nii,spm-5-0-0,61,right-hand
1849,11089,13873,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-620_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,620,right-hand
1850,11100,13884,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-620_right-hand_spm-5-0-0_con.nii,spm-5-0-0,620,right-hand
1853,11113,13921,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-622_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,622,right-hand
1854,11124,13932,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-622_right-hand_spm-5-0-0_con.nii,spm-5-0-0,622,right-hand
1857,11137,13945,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-623_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,623,right-hand
1858,11148,13956,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-623_right-hand_spm-5-0-0_con.nii,spm-5-0-0,623,right-hand
1861,11161,13969,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-624_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,624,right-hand
1862,11172,13980,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-624_right-hand_spm-5-0-0_con.nii,spm-5-0-0,624,right-hand
1865,11185,13993,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-625_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,625,right-hand
1866,11196,14004,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-625_right-hand_spm-5-0-0_con.nii,spm-5-0-0,625,right-hand
1869,11209,14017,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-626_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,626,right-hand
1870,11220,14028,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-626_right-hand_spm-5-0-0_con.nii,spm-5-0-0,626,right-hand
1873,11233,14089,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-629_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,629,right-hand
1874,11244,14100,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-629_right-hand_spm-5-0-0_con.nii,spm-5-0-0,629,right-hand
1877,11257,14113,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-62_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,62,right-hand
1878,11268,14124,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-62_right-hand_spm-5-0-0_con.nii,spm-5-0-0,62,right-hand
1881,11281,14137,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-630_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,630,right-hand
1882,11292,14148,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-630_right-hand_spm-5-0-0_con.nii,spm-5-0-0,630,right-hand
1885,11305,14185,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-632_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,632,right-hand
1886,11316,14196,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-632_right-hand_spm-5-0-0_con.nii,spm-5-0-0,632,right-hand
1889,11329,14209,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-633_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,633,right-hand
1890,11340,14220,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-633_right-hand_spm-5-0-0_con.nii,spm-5-0-0,633,right-hand
1893,11353,14233,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-634_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,634,right-hand
1894,11364,14244,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-634_right-hand_spm-5-0-0_con.nii,spm-5-0-0,634,right-hand
1897,11377,14281,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-636_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,636,right-hand
1898,11388,14292,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-636_right-hand_spm-5-0-0_con.nii,spm-5-0-0,636,right-hand
1901,11401,14305,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-637_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,637,right-hand
1902,11412,14316,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-637_right-hand_spm-5-0-0_con.nii,spm-5-0-0,637,right-hand
1905,11425,14329,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-638_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,638,right-hand
1906,11436,14340,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-638_right-hand_spm-5-0-0_con.nii,spm-5-0-0,638,right-hand
1909,11449,14353,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-639_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,639,right-hand
1910,11460,14364,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-639_right-hand_spm-5-0-0_con.nii,spm-5-0-0,639,right-hand
1913,11473,14377,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-63_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,63,right-hand
1914,11484,14388,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-63_right-hand_spm-5-0-0_con.nii,spm-5-0-0,63,right-hand
1917,11497,14401,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-640_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,640,right-hand
1918,11508,14412,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-640_right-hand_spm-5-0-0_con.nii,spm-5-0-0,640,right-hand
1921,11521,14449,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-642_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,642,right-hand
1922,11532,14460,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-642_right-hand_spm-5-0-0_con.nii,spm-5-0-0,642,right-hand
1925,11545,14521,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-645_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,645,right-hand
1926,11556,14532,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-645_right-hand_spm-5-0-0_con.nii,spm-5-0-0,645,right-hand
1929,11569,14545,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-646_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,646,right-hand
1930,11580,14556,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-646_right-hand_spm-5-0-0_con.nii,spm-5-0-0,646,right-hand
1933,11593,14569,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-647_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,647,right-hand
1934,11604,14580,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-647_right-hand_spm-5-0-0_con.nii,spm-5-0-0,647,right-hand
1937,11617,14617,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-649_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,649,right-hand
1938,11628,14628,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-649_right-hand_spm-5-0-0_con.nii,spm-5-0-0,649,right-hand
1941,11641,14665,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-650_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,650,right-hand
1942,11652,14676,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-650_right-hand_spm-5-0-0_con.nii,spm-5-0-0,650,right-hand
1945,11665,14689,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-651_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,651,right-hand
1946,11676,14700,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-651_right-hand_spm-5-0-0_con.nii,spm-5-0-0,651,right-hand
1949,11689,14737,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-653_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,653,right-hand
1950,11700,14748,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-653_right-hand_spm-5-0-0_con.nii,spm-5-0-0,653,right-hand
1953,11713,14785,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-655_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,655,right-hand
1954,11724,14796,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-655_right-hand_spm-5-0-0_con.nii,spm-5-0-0,655,right-hand
1957,11737,14809,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-656_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,656,right-hand
1958,11748,14820,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-656_right-hand_spm-5-0-0_con.nii,spm-5-0-0,656,right-hand
1961,11761,14833,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-657_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,657,right-hand
1962,11772,14844,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-657_right-hand_spm-5-0-0_con.nii,spm-5-0-0,657,right-hand
1965,11785,14881,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-659_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,659,right-hand
1966,11796,14892,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-659_right-hand_spm-5-0-0_con.nii,spm-5-0-0,659,right-hand
1969,11809,14905,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-65_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,65,right-hand
1970,11820,14916,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-65_right-hand_spm-5-0-0_con.nii,spm-5-0-0,65,right-hand
1973,11833,14929,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-660_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,660,right-hand
1974,11844,14940,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-660_right-hand_spm-5-0-0_con.nii,spm-5-0-0,660,right-hand
1977,11857,14953,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-661_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,661,right-hand
1978,11868,14964,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-661_right-hand_spm-5-0-0_con.nii,spm-5-0-0,661,right-hand
1981,11881,15001,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-663_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,663,right-hand
1982,11892,15012,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-663_right-hand_spm-5-0-0_con.nii,spm-5-0-0,663,right-hand
1985,11905,15025,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-664_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,664,right-hand
1986,11916,15036,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-664_right-hand_spm-5-0-0_con.nii,spm-5-0-0,664,right-hand
1989,11929,15049,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-665_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,665,right-hand
1990,11940,15060,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-665_right-hand_spm-5-0-0_con.nii,spm-5-0-0,665,right-hand
1993,11953,15073,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-666_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,666,right-hand
1994,11964,15084,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-666_right-hand_spm-5-0-0_con.nii,spm-5-0-0,666,right-hand
1997,11977,15097,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-667_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,667,right-hand
1998,11988,15108,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-667_right-hand_spm-5-0-0_con.nii,spm-5-0-0,667,right-hand
2001,12001,15121,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-668_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,668,right-hand
2002,12012,15132,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-668_right-hand_spm-5-0-0_con.nii,spm-5-0-0,668,right-hand
2005,12025,15145,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-669_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,669,right-hand
2006,12036,15156,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-669_right-hand_spm-5-0-0_con.nii,spm-5-0-0,669,right-hand
2009,12049,15169,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-66_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,66,right-hand
2010,12060,15180,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-66_right-hand_spm-5-0-0_con.nii,spm-5-0-0,66,right-hand
2013,12073,15193,/gpfswork/rech/gft/umh25bv/hcp_many_pipelines_preprocess/normalized/group-670_right-hand_fsl-5-0-1_con.nii,fsl-5-0-1,670,right-hand
